Username,Comment
laskar_fisabilillah ,"Semoga semangat jiwa mengasah, mengasih,n mengasuh Bp Jokowi terpatri ke generasi melineal Indonesia. aamiin."
teddybear ,"ya Allah aku memilih anaknya dengan harapan beliau lebih baik dari bapaknya,bapaknya sangat baik semoga menurunkan kebagikan kepada anaknya juga,doa terbaik untuk pak jokowi,ins Allah setelah ini"
randomstoriiiii ,"😭😭😭 tiap ada VT pak jokowi, nyesek dan nangis. gak rela kalo udah mau berakhir aja masa jabatan presidenny 😭"
Affan Affan ,"orang yg selalu mikirin rakyatnya adlah beliau pk jokowi,sehat2 nggeh pk🙏🙏🙏"
Dyanmoel13 ,"di era pak jokowi, terus terang saya ga pernah dapet apa"" tapi alhamdulilah walau serba mahal kebeli dan bisa nabung sampai beli kendaraan cas walau cma rda 2, terimakasih pak Jokowi🥰🥰🥰🥰"
coffeelatte🫶🏻 ,love pak jokowi♥️
Bee🌻 ,pak Jokowi ibu Iriana Jokowi semoga kalian sehat selalu ya biar nemenin mas Gibran membangun negara ini bersama bapak gemoy Prabowo subianto 🥰
Yasmin Gp Gp ,"ngk tau knap klu liat pak Jokowi sedih rasanya,seperti liat bapak sndri😭"
eniesuryani79 ,"aku berjanji pak klw aku panjang umur akan aku ceritakan k cucu"" ku klw indonesia pernah punya presiden terbaik terikhlas tersabar yaitu engkau bpk jokowi🥰🥰🥰"
jihan anadella💛🕊️ ,"gue kalo liat Bpk Jokowi bawaan nya slalu terharu 🥺 suka netesin air mata, sehat² terus ya pak 🙏"
Sri Pudjiati ,Terharu sekali melihat perjuangan Bapak Jokowi. Sehat selalu Bapak 🙏🥰
JS 97 ,God Bless Bapak Jokowi ❤️
Caa ,Secinta itu pak jokowi sama Indonesia 🥺🥺
Aya Maleeka ,satu2nya presiden yang membuat aku meneteskan air mata. sehat selalu pak dan selalu dalam lindungan Allah subhana hu wataala🤲
mommy2shark ✨ ,Selalu pen nangis kalo soal pak Jokowi 🥺
isman iman ,pak Jokowi 😓😓😓😓
Rhina Poly ,"kok aku jadi sedih yah ,pak jokowi sbntar lagi pensiun jadi presiden"
ratu ,sayang pak jokowi banya2
f ,sehat selalu bapak
Kenzo ,sehat2 nggeh bapak 🙏
Ayuyuna ,Pak bisa ngk priodenya masih di lanjutt 😭
Intan Nurul303 ,pak anda adalah presiden yg tak tangisin terus pak🥺 semoga bapak sehat sellu dan diberi umur yg panjang bahagia dunia akhirat amin🥺🥺
nur sakinah ,sehat-sehat trus bapak presidenku 🥺🥺🥰 sedihnya bapak sudah hampir selesai masa jabatannya 🥺🥺
ainumar ,"satu"" nya pemimpin yang mau turun kek lapangan langsung untuk memastikan bahwa rakyat nya tercukupi"
Muhammad Eno Ardiansyah ,sehat selalu pk presiden 🤲🤲🤲
AngkotLuarAngkasa ,Bpk Rakyatmu menangis🥺🥺🥺😢😢😢😢😢
henysheny ,"y allah,terlihat letih di wajahnya bpk,,,tpi dia tetap tersenyum di mna pun,,,sehat bpk,semoga lelah mu menjadi berkah,trima kasih sya ucapkan,,😘😘😘"
Nadapai ,Pa makasih ya udah mimpin negeri ini dengan baik🥹❤️
Debby.Hengky ,"Sehat selalu bapak dan ibu , Terima kasih banyak atas kerja keras nya selama memerintah Indonesia ini . Semoga bapak sehat selalu dan Ibu ... 🙏🥺🥰☺️😢"
Aurora ,presidenku🥰🥰
eeffffii ,semakin kesini semakin sediiihh 😭😭😭
Rudi driver bus pariwisata ,😭😭😭sedih sekali pak
mint ,sehat selalu presidenku ☺️☺️
ginot ,dr jaman gubernur sampai skr ttp idolaku😭😭
lukiwidyarini ,sehat terus yaa bapak..Tuhan selalu memberkatimu😇
NurulliaKartika ,kelihat bgt sih mukanya begitu cape ya pak 😢
sang penyamun ocer ,presiden yang merakyat yang akan selalu di kenang oleh rakyat.
??? ,cuman bapak yg hidup nya sederhana dari kecil berjuang sampai saat ini🥰sehat2ya pak
fake people ,semoga bapa sehat panjang umur.. 💕
ʚ♡⃛ɞ🎀 ,Bapak sehatt selalu yah pakk🥺🥺🤲🏻
AbiApungHomeMade ,Beliau adalah Presidenku dan kebanggaanku 😊
777 ,terbaik
Mimih ZahirAbid ,"bentar lagi pensiun 😭
sehat selalu pa😇🥰
beliau tidak pandai merangkai kata, tp membuktikan pekerjaan yang sangat nyata.❤"
강하고 위대하고 성공적인 여성 ,🥰🥰🥰🤗🤗🤗🤗sehat terus presiden ku terima kasih 🙏🙏🙏
Tik Toker ,sht sllu bpk.sllu dlm lindungan Allah SWT 🤲🤲🤲🤲
p ,orang baik di sayang Allah selalu di beri kesehatan amiin
schenynoornatawijaya ,Presidenkuuuu ❤❤❤❤❤❤❤❤❤
schenynoornatawijaya ,"Bapakkkkk saya di Bogor pengenn sekaliiiiii saja bertemu Bapakkkk.kok susah yaaaaaa....padahal saya sering jalan pagi melewati kebun raya.berfoto depan istana .. sehat selalu Bapak..Gibran,Bpk Prabowo"
Apso.🔫 ,sehat selalu bapak presiden ku❤️
user6235000116280anindya ,sehat selalu bapak ku
lestari ,presiden ku memang ter baik
Yuni Aritonang ,"Bapak presiden kesayanganku🥰🥰🥰, semoga pak prabowo dan gibran melanjutkan program bapak dgn lebih baik lagi pak, kalau bisa smpe jan ethes pun presiden gpp pak🥰🥰"
miauw ,Nanti saya akan cerita ke anak cucu cicit kalo Indonesia pernah punya Presiden sehebat Bapak 😭🙏🏻
fha ,pak😭😭😭
yayuhasanah02 ,maafin aku pakk dulu aku sempet gasuka sama bapa😭 tapi skrng aku malah senengg kagum atas pencapaian Indonesia apalagi saat mengenang masa covid cobaan yang sangat berat😭 terimakasih byk² sehat y pa
mamahnya mocan ,🥰🥰🥺😭😭sehat selalu pakkkk... bahagia dunia akhirat untuk bapak
folinawati ,♥️♥️♥️BPK.jokowi selamanya selalu di hati kami....
stevaniy ,presiden kesayangan
adisubekti ,Aamiin
umriah ,semoga selalu sehat walapiyat ya bpk
Cindy Lintang ,"pak 2x pilpres aku selalu milih sahabat mu pak, yaitu pak pak prabowo, tapi di akhir kepempinan mu baru ku rasakan ketulusan mu, sehat terus bapak 😍🙏"
uthesulastri ,"selamanya cinta..(Joko Wdodo)😘😘✌️✌️✌️GBU🙏
terimakasih pak utk semua kerja keras Bpk untuk NKRI 🙏🙏👍👍"
user83958350025 ,kenapa ya presiden itu bagus nya pas masa masa terakhir? atau mungkin pas masa awal masih masa pengenalan diri?
🖤 ,sehat2 trus pak...smoga pnjng umur... Aamiin 🤲🤲🤲
🇮🇩 Azzam 🇲🇾 ,"SHT""pak presiden ku"
Store moms unas ,Menangisssss😭😭😭😭
Rinny Sarini ,"dia presiden yg kuat,,, yg bekerja keras lyg sehat"" nggih pak 🙏😭😭😭"
@FADANIYAH . NIA ,Iki bapakku seng nomer siji 🥰🥰🥰🥰
Hamdan Ajaa ,yg begini baru presiden ri
Deni Herdiana ,amiin
Cahaya bulan ,bapa presiden yg terbaik
E ,pak jokowiii🖤🖤🖤
Zhaviel Qifahri ,BAPAK YANG TERBAIK SEHAT SELALU AAMIIN 🤲🤲🇮🇩🇮🇩🇮🇩🙏🙏
Cinde🥀 ,Presiden yg paling gua cinta sepanjang masa pastinya🥺
Rosa ,"Lain ya klw lihat Bpk Kita yg Satu ini ,Auranya sangat bersinar bnget, klw orang baik, kelihatan tenang bnget, ini yg oaling saya suka dri Presiden saya"
Nova Sidampoy ,"tidak bisa berkata apa2 lagi🥺🥺🥺
hanya ingin bilang trimah kasih pak presiden terbaik ku🙏🙏🥰🥰😘😘😘"
unknown06372903875 ,semoga sehat selalu Bapak🤲❤
Hj .Luluk suliani anzaz ,🥰🥰🥰🥰 presiden terbaik Indonesia sepanjang dunia
Madi Purwoto ,begitu dekatnya dgn bbrp pemimpin dunia. seolah beliau2....spt sahabat yg berpuluh2 tahun tidak ketemu
sa_el07 ,"hati ku mnjerit, pak dhe knpa ga ikut nyalon yg ke 3 priode😭😭🔥🔥🔥"
Ekapranacitra ,sehat sehat presidenku🤲🤲
Risnita Ita ,sehat selalu pak
@01 ,SETIAP PERTEMUAN PASTI ADA PERPISAHAN 😭🥺
halo ,Aamiin Ya ALLAH
kev ,bahagia slalu pak😂😂😂
Masu ,bapak kesayangan
kocheng ,Presiden hebat yg Indonesia miliki saat ini.semoga penggantinya tak terlalu jauh dr sikap JKW terhadap rakyatnya.selalu mengayomi
sudarmanidar_9_start ,Tetap semangat selalu🙏👍👍
Wien Da232 ,Oalaah paaak pak..sedih bapak sdh mau ga jd presiden lagi..😩
dealovaarielia ,air mata ku selalu jatuh klw liat BPK knp ya pak BPK bgtu baik dan ikhlas bagi seluruh rakyat bpk
Bravita ,doa air mata sllu menetes St liat beliau..sehat sllu pak.. Allah senantiasa menjaga melindungi dimnapun BPK berada 🤲 Aamiin yarobbal allamiin
Imanuella ,"Langkah makin dekat bapak akan meninggalkan kami, pagi ini aku tak sanggup menahan derai air mata.
Dilayar kaca tidak ada lagi kunjungan kerja bapak, kemana selorohmu, dimana candam.😭🤣🤣"
penyiar_amatir ,pria sederhana
GALERY AZIZAH AZHARI ,Trima kasih 😭😭😭😭😭😭😭 tak bisa banyak ucap😭😭😭😭😭
🙇‍♀️ ,"bapakkk bener bener kayaknya selama jadi presiden ini hdup bapak di dedikasikan hny untuk bangsa ini. sehat terus pak, sangat bangga punya pemimpin sperti bapak!"
Wie ,"sehat selalu bapak & ibu,terima kasih untuk 10 thn wktunya buat kami rakyat RI"
bunga Citra ,aamiin ya rabbal alamiiin 🤲🤲🤲🤲
JIVA CHATURBHUJ ,"kalau pak wowo gak bisa jadi presiden, maka jadilah bapak 3 periode"
taudiri🥰 ,pak jgn berhenti boleh di perpanjang lagi masa jabatan nya😭😭
Nurhalifah_76 ,🥰🥰🥰saya nda bisa berkata🥰🥰🥰
LivinginparadiseIsland🌴 ,Pakdhe 🥺🩵
agisnaagis795 ,"❤ Mantap banget,teduh melihatnya!!! cinta kami presidenku"
zzz ,sehat selalu bapak!❤
mayamustafa665 ,terbaik
Eni rahayu ,bapak Presiden terbaikuu🌹🌹🌹🌹💙💙💙
soft people ,terimakasih atas jasa mu pak
keymoch😘 ,"aamiin...sehat"" slalu akde sekeluarga semongga mas Gibran menjadi penerus pakde yg amanah😘"
NDORO AYU ,aamiin... sehat2 slalu njih bapak kita
Domi ,"Dia manusia yang tidak sempurna, dia bisa melakukan kesalahan, aku mencintai karya nyatanya, semoga sehat sehat ya Pak"
Rinta ,sehat terus dan panjang umur bapak kita semua sayang bapak
angelisa Suria ,sehat selalu Bapak🥰🥰.
Agus Indra ,70 persen rakyat mencintai bpk presiden....
evisadew@ ,sehat selalu pak pjg umur🥰
𝐇𝐈 𝐆𝐫𝐞𝐚𝐭 ,belom bisa move on pak 😭😭
noviega ,sehat slalu pak bu 🥰🥰👍👍👍
Nury ,Koq gw sedih ya liatnya
Afrianty670 ,sehat-sehat selalu pak....berkah..😢😢
adendipomenggolo ,smoga sllu d berikan panjang umur dn sehat sllu BPK presidenku 🥰🥰🥰
budhiesekararum ,sehat2 pak beserta kluarga semoga Allah selalu melindungi😊
HalloDin ,Boleh gak sih pak owi 1 putaran lgi 😌
Rekhasibarani ,cuma mau ketemu beliau sekali dan bilang TERIMAKASIH🥰
Jobeee🐝 ,Bapak dan ibu presiden sehat selalu💖🙏🏻
ningindah0785 ,sehat selalu bapak...
💍𝓜𝓪𝓾𝓻𝓪 🦂 ʰʷ💍❤ ,"terlihat diwajahmu yg udah tampak lelah, tp harus kuat demi NKRI. Love you pak Presiden 😭😭"
user7802821371346 ,sehat sehat ya pa
"user8159941804922,RA,sabililah ","sudh waktunya negara indonesia maju penuh kedamaiyan antar suku,saling menghargai sesama umat muslim&non,muslim jauhkan dr amarah jdknlh negra qt merdeka seutuhnya.🤲🙏🤝🇮🇩🦅🦅🦅🦅🌹🌹🌹🌹💝💝"
Atmawati Ningsih ,Kenapa jadi Cengeng begini 😭😭😭
ineu ,"nangis banget tiap liat bapa,tulus banget"
assyauqii ,"10thn yang tidak sebentar, tapi bagi saya itu sangat cepat🥺"
Kim Thi Kha ,"walaupun blom pernah dapat bansos dari pak owi saya tetap cinta sama msa presiden pak owi😭😭 sangat tidak rela melepas, semoga pak Wowo bisa amanah yah buat rakyat 😭"
rukiyah17 ,terimakasih pak terimakasih sangattt🙏🥰
tarie💞🇮🇩 ,sehat selalu mbah owiii🥰🥰🥰
everyna ,sehat selalu pakk🥺🥺💗
HAGA BELI ,"bapak keren banget cmn bapak ini yang bisa bikin infrastruktur untuk papua, bahan jalan di lampung yang sudah perpuluh tahun gk berubah jadi mulus sma bapak🔥"
134cicilestari ,"semangat pa de presiden ku.. presiden iang paling sederhana sehat"" selalu 🤲"
@theCASPER👻 ,semoga sehat sllu BPK presiden ku..🙏🙏☺️.
isgiiiiii ,nangisss🥺
azkaadina ,"sehat selalu bpk
jasa bpk tdk akn prnh dilupakan"
everyonehateLol ,bapak :')
Imas Direja ,"Sosok yang cerdas, dan dituangkan dalam kenyataannya dengan pembangunan di mana2, tetap sehat dan kuat Bapak preaidenku yang berhati mulia, panjang sabar, Tuhanlah yang membelamu , selalu menyertaimu"
user8073624432618 ,aku mencintai keserhanaanmu bpk sht2 trus e e e bp lami
D.A ,Satu2 nya presiden yg perutnya ga buncit
B L O O D ,Bangga Indonesia punya Bapak🥺😭❤️
LadyCanser06 ,😭😭😭😭 blom ikhlas melepasmu Bapakku
Ema Rebecca ,presiden hebat..
Rohmah ,derek bingah
yesi melani ,beliau ini orang tulus. kalau ada salah ya semua orang punya. tp tolong beliau ini jasa dn kerja kerasnya tak terhitung. kok ada yg benci. sehat selalu ya bapak!!
kanna ,satu satunya presiden yg habis jabatan nya w sampe nangis😥 kami cinta pak jokowi
Agung Prasetyo Adjie ,Pakdhe Jokowi🫶🏻❤️
ga suka kepo ,😭😭😭Matur Suwun sanget nggih pak mugi² Gusti Allah SWT memberikan keberkahan disepanjang jalan bapak. aamiin
naomi ,aku salah satu saksi di depan Allah bahwa beliau pemimpin yg baik dan Istiqomah 🙏
Seo ,Pak🥺
Elise Lisa ,🥰👍semangat Terus pak jokowi
Krisna Santi ,sehat sll presiden hebat🤩
melytafoley ,Netess air mata klo liat bapak 😭😭😭 … Sehat sehat yaa pak 🙏
Daiissiiii ,sehat sehat bapak. terimakasih atas kerja keras selama 10 tahun ini. 🥲
Tina Tina32267 ,sehat selalu pak Jokowi
Dihartik ,presiden jokowi 👍👍
YULLA ,MESKIPUN NANTI BAPAK SUDAH NGAK MENJADI BAPAK NEGARA KITA...BAPAK SELALU JADI BAPAK KITA😭SEHAT SEHAT YA BAPAK🙏🙏😭😭
scor.me04 ,sehat2 bapakku🥰
Mamak galak ,"masih syg"" nya km harus berpisah sm bpk😭😭😭 sht"" slu ya pak.."
Vaevaeva ,sehat selalu pak jokowi dan kluarga🤗😇
hidayatferi2 ,semoga Allah SWT memberikan kesempatan utk bapak dan keluarga
pikachu ,tenang tp tegas 👍
Heru sutarno ,melihat komen dan love cinta pak joko wi
Epaaan777 ,sehat selalu bpk presiden
ANDI H Ⓜ️Ⓜ️.MB ,pemimpinku kereen..
Sumi Yati ,Sehat slalu Bapak presiden Jokowidodo😭
Niguel Nono ,Bapak ku Jokowi yang tulus untuk rakyat.sehat selalu 🥰
nitashop022 ,sehat sllu pade 😇😇😇😇😇😇
Setyo Hadi ,Smoga panj umur dan sehat slalu bpk Jokowi Aamiin.
aniee ,sht terus bpk 💪💪
Yuli_Lesmana ,Bapak😍😍😍😍😍😍
Meila anggraeni ,Sehat selalu pak❤️
Lpk Christine ,presiden terkeren ❤️
Tiktokbaru11. ,Sebelumnya gapernah nangisin pejabat kecuali bapak satu ini bikin nangis😭
Min- Afwa ,sehat selalu pak 🥰🥰
Dek Titin _08 ,satu kata sehat slu bapak presidenku
vaa aryana ,pak...😭😭😭 sht trus yah..trima ksih atas 10 thun ny..nnti gx bisa liat bpak setiap hri fyp ditoktik ku😭
bya🍉 ,ibu iriana cantik bgt🥺
𝓒𝓲𝓷𝓭𝔂 𝓚𝓪𝔂 ,"ga pernah pilih beliau, tapi di ahir season bikin melow"
Jasmin ,"Biarpun bapak nanti tdk jd presiden, suatu kebanggan bila kelak bisa berjumpa dengan bapak 🥰🥰🥰"
Pasulatan Dien ,Di berkati Tuhan selalu untuk kedepan🙏🙏🤲🤲
viena.aja ,bapak selalu di hati pak🥺❤️
yuliana ,bapak n keluarga sehat n bahagia selalu 😍😘🥰🤗😇🙏
Riina ,"love you Pakde...
sehat selalu dengan keluarga Pak.
terimakasih selama ini sudah menjadi pekerja keras untuk negeri ini. 💚🙏"
K2VG.Redberry ,"cantik banget aura ibu negara kita ,bapak dan ibu kharismatik beda aja kalo liat nya ❤️❤️❤️😭"
riana2526 ,Sehat selalu pak🤲🤲🤲
𒆜𝐘𝐚𝐧'𝐒⁹⁹𒆜 ,❤️❤️❤️❤️❤️❤️❤️sht sll bpk🤲
💝Bunda💝 ,Presiden yg paling melekat di hatikuu ❤️❤️❤️🇮🇩🇮🇩🥹🥹
@𝙞'𝙢 𝙟𝙪𝙡𝙞 ,dia adlah presiden disaat brakhir msa jbatannya mmbuatku nangis ❤🥰🙏
🍉🍭 ,sayang banget sama mbah owi❤️❤️
yaya ,pemimpin yang bijaksana ♥️
anisawrdn2 ,sehat2 bapak🥺🤍
ikaretia ,sehat sehat ya pak sekeluarga🥺❤️
Orca ,Aamiin🙏
melozycy🍉 ,nangis banget😭
ismyhm ,pak😭😭😭
monicmonica ,pak di akhir masa jabatan mu saya nangis kalo melihat postingan tentang bapak
jorcuan ,pemimpin yg hebat👍
♉🕊️😍 ,sehat selalu
nurdianah952 ,🥰🥰 bapak jokowi
1111111111111 ,pengen bnget rasanya jumpa sama bapak Jokowi lngsung
juha ,"Masya Allah Tabarakallah terimakasih,, sehat selalu 🤲"
desilegi ,aamiin 🤲🏻
Shankara583 ,Sehat selalu bapak presiden terbaik indonesia
@RuangHati ,bapak 😍💞
Greisy_ ,Sehat selalu pak 😇😢 doa terbaik buat bapak 🤲🏻
sadarjiwa · Creator,Satu kata untuk pakde🔥?
Lina Marlina Kanikir ,ya ALLAH lindungi pak JOKOWI di mn pun beliau bereda..Aminn🙏🏻
sadarjiwa · Creator,Aamin
bahAGYAku ,"dipuji di negeri org, dihina di negeri sendiri 🥺 sehat2 bapakku"
Hapsari Surya ,"To our lovely President, Thank you so much for your hard work that you had done, kept health and May Allah blessing and glories you ever. You are the best President that Indonesia ever had 🙏🙏🙏"
Atmawati Ningsih ,Rasanya Berat banget akan di Tinggal Presiden Sebaik dan Seihlas Beliau.. 😭
sadarjiwa · Creator,Bener bgt
Dfebri ,😢😢😢sehat selalu bpak jokowi. Semoga Allah ttap sentiasa melindungi kluarga Bapak amin.🥰
tic.ka150 ,"beliau presidenku tercintaku yg tidak perlu berkoar2 kebaikan apa yg sudah beliau lakukan,tapi saksi kebaikan beliau akan dibukakan diperlihatkan Allah SWT satu per satu.🥺bapak..kmi semu sayang bapak"
Nadhir🅰 ,yaallah kumohon beri beliau kebahagiaan dunia dan akhirat atas kerja keras beliau didunia ini utk negaranya🤲
Mas_Krishna54 ,"Pak Jokowi.. I'm so proud of you, that you are my president in my heart. 🙏🙏🙏🙏💕💕💕💕"
zam ,Jokowi is the best
𝔹𝕦𝕕𝕚𝕣𝕠𝕞𝕖𝕠 ,Jokowi Is The Best....🙏👍💝💕
Rostina Rostina825 ,"tdk bisa berkata "" lagi tentang kebaikan, ketulusan, keikhlasan yg bapak berikan kepada bangsa ini 🥰"
Latifah susana ,sjk Jokowi Gub DKI sy Sdh terkesan beliau yg BW n bikin perubahan.❤️Jokowi
Mamaria ,"beliau nahan panas haus dan lapar, demi negara dan rakyat nya .. sehat selalu manusia baik pak Jokowi"
Tri Mukti Handayani ,"presiden trbaik sepanjng sejarah,,trbaik dalam hati saya,,sellu yakin beliu orang yg luar biasa baik"
mufidah2 ,idola penduduk indo 🥰
Nuna.JM97 ,Sehatkan selalu beliau ya tuhan🥺🙏
𝒘𝒊𝒅𝒂𝒂_🍀 ,"bapak..
doa ku utk bapak semoga senantiasa dlm lindungan Tuhan YME, hanya orang tulus yg tahu betapa luarbiasanya bapak kepada bangsa dan negara ini, terimakasih bapak sehat² nggih 🥺"
litasiputihlita ,sehat terus ya pak
Abhi Matta ,"ya.... Allah tlong sehatkan bliou presiden kami sekkuarga, pak jokowi terbaik ❤❤❤❤❤🙏🙏🙏🙏🙏"
Junaidi  wiratama ,ya allah pak jgn pergi dulu 😢
Nurulis ,beliau terlalu hbat.. wlupun saya dri mlaysia.. sya bangga melihatnya
anggie297 ,President yg ada dihati rakyat & dirindukan ❤️❤️
ade ,🥰🥰🥰 pak de
Nurhayati ,"Hai Presidenku, kelak nanti ku ceritakan kepada anak cuxuku ""BETAPA HEBATNYA DIRIMU"".
Sehat dan bahagia selalu pak 🥰🤲🏻🤲🏻🤲🏻"
dhio ,🩷🩷🇲🇨
Sellay Sellay ,pak kami semua cinta bapak
findyayudia🥀 ,Terima kasih pak ❤️
Endang sugiarti ,love u pakkkkkkkkkkkk❤️😭
Endless YuniKa 🍂 ,"Biar Allah saja yg membalas kebaikan Beliau, Sehat selalu pak 🤲🫶"
ebieiskandar ,ya Allah mudah2an pak Jokowi dan keluarga selalu dlm limpahan berkah rahmat mu ya Allah...amin
RIFAIDA ,sehat selalu ya pak Jokowi presiden yg terhebat 🤲🤲🙏🙏❤️❤️
Sita Roni ,👍👍👍👍👍gk salah kami sll mendoakan bpk jokowi yg berhati muliya.rendah ht..slm sejahtra buat bliau.slm ✌️
Anis Suwarni837 ,alhamdulillah Allah selalu melindungi pk Jokowi...
senseswan ,terima kasih pak 🤍
Syaifudin 1945 ,masa alllahhhh dua bpk kita rukun sepeti kakak beradik smg trs amin yarob
Lennies Sweets ,"pakde yg terbaik sangat baikkk,, love love buat pakde"
Fonny Firdaus ,iya knp bpk ssh berakhir sy sgt sedih skki🥰
Iwa Rizka ,"Kata suamiku, ""ma bulan oktober siapkan tisu yg byk krn kita akan berpisah dgn pak Jokowi""😭😭😭"
Diah Febri ,smg beliau selalu diberikan kesehatan Ya Allah...
moms al shop ,presiden idola😍
jasminetea 🧚‍♀️ ,Pak🥹
Muhammad Ghufron ,Aminnn ya Allah
@Azkyaaprilianty ,pak Jokowi saya hutang Budi SM bapak..dulu pak Jokowi masih jadi gubernur DKI...alm Abang saya sakit keras dan di RS keluarga saya dapat gratis bantuan RS sampai ambulans gratis..
